id,credit_history,purpose,savings_status,personal_status,other_parties,property_magnitude,other_payment_plans,housing,job,own_telephone,foreign_worker,duration,credit_amount,installment_commitment,residence_since,age,existing_credits,num_dependents,checking_status,employment,class
378,all paid,business,'100<=X<500','male div/sep',guarantor,life insurance,stores,'for free',unemp/unskilled non res,none,yes,4<x<21,4813<x<9350,x<1,1<x<2,x>61,1<x<2,x>1,'>=200',4<=X<7,0
379,'delayed previously',education,'500<=X<1000',male single,co applicant,'no known property',none,own,unskilled resident,none,no,4<x<21,276<x<4813,x<1,1<x<2,x>61,x<1,x>1,'>=200',1<=X<4,1
380,existing paid,'new car','>=1000',male mar/wid,none,no known property,none,'for free',unskilled resident,none,yes,4<x<21,276<x<4813,x>3,x<1,x>61,2<x<3,x>1,'<0','>=7',0
381,existing paid,radio/tv,'no known savings',male single,guarantor,'real estate',stores,for free,'unemp/unskilled non res',none,no,4<x<21,276<x<4813,x<1,2<x<3,33<x<47,x<1,x<1,'0<=X<200',1<=X<4,1
382,'existing paid',furniture/equipment,'>=1000',female div/dep/mar,none,real estate,stores,rent,high qualif/self emp/mgmt,yes,yes,38<x<55,276<x<4813,1<x<2,1<x<2,19<x<33,2<x<3,x>1,no checking,unemployed,1
383,'critical/other existing credit',domestic appliance,'500<=X<1000',male div/sep,co applicant,'real estate',bank,rent,unemp/unskilled non res,yes,yes,38<x<55,276<x<4813,x>3,2<x<3,33<x<47,1<x<2,x<1,'<0','4<=X<7',1
384,critical/other existing credit,retraining,500<=X<1000,'male div/sep',co applicant,'no known property',bank,'for free','high qualif/self emp/mgmt',yes,no,4<x<21,276<x<4813,x<1,1<x<2,19<x<33,x<1,x<1,<0,>=7,1
385,delayed previously,used car,'500<=X<1000',female div/dep/mar,none,no known property,none,for free,skilled,yes,no,4<x<21,9350<x<13887,2<x<3,x<1,x>61,x>3,x<1,'0<=X<200',1<=X<4,1
386,all paid,new car,'100<=X<500','female div/dep/mar',co applicant,real estate,stores,for free,'high qualif/self emp/mgmt',yes,no,21<x<38,276<x<4813,2<x<3,x<1,47<x<61,2<x<3,x>1,<0,>=7,1
387,existing paid,used car,no known savings,male div/sep,co applicant,no known property,stores,for free,'high qualif/self emp/mgmt',none,no,4<x<21,276<x<4813,x<1,x>3,33<x<47,x>3,x<1,0<=X<200,1<=X<4,1
388,'no credits/all paid','new car',500<=X<1000,'male mar/wid',none,real estate,bank,own,high qualif/self emp/mgmt,none,no,4<x<21,4813<x<9350,1<x<2,2<x<3,33<x<47,1<x<2,x>1,<0,'4<=X<7',1
389,existing paid,retraining,>=1000,'male mar/wid',co applicant,no known property,none,rent,high qualif/self emp/mgmt,yes,yes,x>55,276<x<4813,2<x<3,x<1,x>61,x>3,x<1,'<0','>=7',1
390,'all paid',used car,'<100',male single,none,car,bank,'for free',high qualif/self emp/mgmt,yes,yes,x>55,276<x<4813,x>3,x<1,19<x<33,2<x<3,x>1,0<=X<200,'1<=X<4',1
391,'critical/other existing credit','domestic appliance',500<=X<1000,male div/sep,none,life insurance,stores,own,unskilled resident,none,yes,21<x<38,276<x<4813,2<x<3,1<x<2,19<x<33,1<x<2,x>1,'<0',<1,1
392,no credits/all paid,furniture/equipment,500<=X<1000,male mar/wid,guarantor,'no known property',none,for free,'unskilled resident',none,yes,38<x<55,4813<x<9350,2<x<3,x<1,33<x<47,1<x<2,x>1,'>=200',<1,0
393,'all paid',used car,<100,'male single',guarantor,no known property,none,'for free','unemp/unskilled non res',none,no,21<x<38,276<x<4813,x<1,x>3,x>61,x>3,x<1,0<=X<200,'<1',1
394,delayed previously,furniture/equipment,'500<=X<1000','male mar/wid',co applicant,life insurance,stores,own,unemp/unskilled non res,none,no,21<x<38,4813<x<9350,x<1,2<x<3,x>61,1<x<2,x<1,'>=200','>=7',0
395,all paid,furniture/equipment,<100,'female div/dep/mar',guarantor,real estate,none,for free,high qualif/self emp/mgmt,yes,no,4<x<21,276<x<4813,x>3,2<x<3,19<x<33,1<x<2,x>1,<0,unemployed,1
396,'existing paid',new car,no known savings,male div/sep,co applicant,'life insurance',none,'for free',unemp/unskilled non res,yes,yes,21<x<38,4813<x<9350,x>3,x<1,33<x<47,x>3,x<1,no checking,'4<=X<7',1
397,all paid,'used car',500<=X<1000,'female div/dep/mar','co applicant',no known property,none,own,high qualif/self emp/mgmt,none,no,38<x<55,276<x<4813,2<x<3,x<1,33<x<47,1<x<2,x<1,'<0',4<=X<7,0
398,'delayed previously',new car,'500<=X<1000','female div/dep/mar',guarantor,'life insurance',bank,for free,unemp/unskilled non res,yes,yes,4<x<21,276<x<4813,2<x<3,1<x<2,x>61,1<x<2,x>1,'<0',1<=X<4,1
399,'no credits/all paid',repairs,'500<=X<1000','female div/dep/mar','co applicant','life insurance',stores,'for free',skilled,yes,no,4<x<21,9350<x<13887,1<x<2,1<x<2,x<19,x>3,x>1,'no checking','4<=X<7',1
400,'critical/other existing credit',furniture/equipment,'no known savings',male mar/wid,none,real estate,none,own,high qualif/self emp/mgmt,yes,yes,4<x<21,276<x<4813,1<x<2,2<x<3,47<x<61,1<x<2,x<1,<0,unemployed,1
401,'critical/other existing credit','used car','no known savings','male mar/wid',co applicant,life insurance,stores,'for free','high qualif/self emp/mgmt',none,no,4<x<21,276<x<4813,1<x<2,x>3,47<x<61,x>3,x>1,no checking,1<=X<4,1
402,'all paid','used car',500<=X<1000,'male div/sep','co applicant',life insurance,bank,own,unskilled resident,yes,yes,4<x<21,4813<x<9350,x>3,x>3,47<x<61,2<x<3,x>1,'>=200',>=7,0
403,'no credits/all paid',repairs,'500<=X<1000',female div/dep/mar,'co applicant','life insurance',none,rent,'unskilled resident',yes,yes,4<x<21,276<x<4813,x<1,2<x<3,19<x<33,x>3,x>1,'no checking','1<=X<4',1
404,no credits/all paid,education,no known savings,male single,none,car,none,rent,unemp/unskilled non res,yes,yes,4<x<21,4813<x<9350,1<x<2,x<1,47<x<61,2<x<3,x>1,0<=X<200,unemployed,0
405,'all paid',domestic appliance,'100<=X<500',female div/dep/mar,guarantor,car,none,for free,'unskilled resident',yes,yes,4<x<21,276<x<4813,x<1,x>3,33<x<47,2<x<3,x>1,no checking,<1,1
406,'no credits/all paid',business,'<100','male single',guarantor,real estate,stores,for free,'unemp/unskilled non res',none,yes,38<x<55,276<x<4813,x>3,1<x<2,33<x<47,x>3,x>1,<0,1<=X<4,0
407,critical/other existing credit,'new car','no known savings','male single',guarantor,no known property,stores,for free,unskilled resident,none,yes,21<x<38,276<x<4813,1<x<2,x>3,33<x<47,1<x<2,x<1,'0<=X<200',>=7,0
408,'critical/other existing credit','used car','>=1000','male div/sep',guarantor,real estate,none,own,'unskilled resident',none,yes,21<x<38,276<x<4813,x<1,2<x<3,x>61,x>3,x>1,no checking,'1<=X<4',1
409,'no credits/all paid','domestic appliance',500<=X<1000,male single,'co applicant',no known property,stores,'for free',unemp/unskilled non res,yes,yes,x>55,276<x<4813,x<1,x<1,x>61,x<1,x>1,>=200,'>=7',1
410,all paid,repairs,'500<=X<1000','male single',none,'life insurance',stores,'for free',high qualif/self emp/mgmt,none,no,38<x<55,4813<x<9350,x<1,x<1,47<x<61,x>3,x>1,'>=200','4<=X<7',1
411,delayed previously,'new car','500<=X<1000','male single',co applicant,car,none,rent,'high qualif/self emp/mgmt',none,yes,4<x<21,276<x<4813,2<x<3,x<1,x>61,x<1,x>1,>=200,'<1',0
412,critical/other existing credit,other,'no known savings',female div/dep/mar,'co applicant',no known property,none,for free,unskilled resident,none,no,21<x<38,4813<x<9350,x<1,1<x<2,33<x<47,1<x<2,x>1,'>=200',>=7,1
413,delayed previously,'used car','100<=X<500','male single',none,'real estate',none,rent,'unskilled resident',yes,no,38<x<55,276<x<4813,2<x<3,x>3,47<x<61,x<1,x<1,>=200,>=7,0
414,all paid,'domestic appliance','500<=X<1000',male div/sep,co applicant,'real estate',bank,own,'unskilled resident',yes,yes,21<x<38,276<x<4813,2<x<3,x>3,19<x<33,x<1,x<1,0<=X<200,4<=X<7,0
415,delayed previously,used car,500<=X<1000,male single,'co applicant','life insurance',stores,for free,skilled,none,yes,21<x<38,276<x<4813,x>3,x<1,47<x<61,x>3,x>1,'<0',<1,1
416,'all paid','domestic appliance','500<=X<1000',male single,co applicant,'life insurance',stores,own,'unskilled resident',yes,yes,21<x<38,276<x<4813,x>3,2<x<3,33<x<47,2<x<3,x<1,no checking,>=7,1
417,delayed previously,'new car','500<=X<1000','male mar/wid',co applicant,life insurance,none,own,'unemp/unskilled non res',yes,no,38<x<55,276<x<4813,2<x<3,2<x<3,19<x<33,1<x<2,x<1,0<=X<200,>=7,0
418,critical/other existing credit,'new car',100<=X<500,male div/sep,co applicant,no known property,stores,own,'unskilled resident',none,yes,21<x<38,4813<x<9350,2<x<3,x>3,19<x<33,1<x<2,x>1,'no checking','4<=X<7',0
419,all paid,radio/tv,'no known savings','male single','co applicant',life insurance,none,'for free','unemp/unskilled non res',yes,yes,4<x<21,276<x<4813,2<x<3,x>3,47<x<61,2<x<3,x>1,<0,1<=X<4,1
420,no credits/all paid,education,'>=1000',male div/sep,guarantor,car,none,for free,'high qualif/self emp/mgmt',none,no,21<x<38,276<x<4813,x<1,x>3,47<x<61,x<1,x<1,'<0',<1,1
421,'delayed previously',retraining,'>=1000',female div/dep/mar,co applicant,'life insurance',bank,'for free',unemp/unskilled non res,none,yes,x>55,276<x<4813,2<x<3,2<x<3,33<x<47,1<x<2,x<1,'>=200',1<=X<4,0
422,'existing paid',used car,500<=X<1000,male div/sep,co applicant,'no known property',bank,own,'unemp/unskilled non res',none,yes,4<x<21,276<x<4813,1<x<2,2<x<3,19<x<33,2<x<3,x>1,'>=200','>=7',1
423,'no credits/all paid',education,500<=X<1000,male mar/wid,none,'life insurance',none,for free,high qualif/self emp/mgmt,none,no,4<x<21,276<x<4813,x<1,x<1,33<x<47,x<1,x<1,no checking,'1<=X<4',1
424,critical/other existing credit,used car,'500<=X<1000',male div/sep,none,real estate,none,for free,unskilled resident,yes,yes,38<x<55,276<x<4813,x>3,x>3,47<x<61,1<x<2,x>1,'<0','4<=X<7',1
425,'no credits/all paid',radio/tv,<100,'female div/dep/mar',co applicant,life insurance,none,rent,unemp/unskilled non res,none,no,21<x<38,4813<x<9350,1<x<2,2<x<3,47<x<61,x<1,x>1,'0<=X<200',1<=X<4,1
426,'critical/other existing credit',retraining,'no known savings','female div/dep/mar',co applicant,'no known property',stores,rent,high qualif/self emp/mgmt,none,yes,4<x<21,276<x<4813,x>3,x<1,47<x<61,x>3,x<1,0<=X<200,unemployed,1
427,'delayed previously',radio/tv,'>=1000',male single,co applicant,no known property,stores,for free,skilled,yes,no,4<x<21,276<x<4813,x>3,x<1,33<x<47,x>3,x<1,>=200,'4<=X<7',1
428,'no credits/all paid',new car,'<100',male mar/wid,none,real estate,bank,for free,'unskilled resident',yes,yes,21<x<38,9350<x<13887,2<x<3,x>3,x>61,2<x<3,x<1,'0<=X<200','<1',0
429,no credits/all paid,retraining,'500<=X<1000',female div/dep/mar,co applicant,'no known property',bank,'for free',unemp/unskilled non res,none,no,x>55,276<x<4813,2<x<3,2<x<3,x>61,x>3,x<1,'0<=X<200','4<=X<7',0
430,'critical/other existing credit','domestic appliance',500<=X<1000,'male mar/wid',co applicant,no known property,stores,'for free',high qualif/self emp/mgmt,none,no,4<x<21,4813<x<9350,x<1,1<x<2,19<x<33,1<x<2,x>1,>=200,'4<=X<7',1
431,'delayed previously',retraining,'500<=X<1000',male div/sep,none,life insurance,bank,'for free','unemp/unskilled non res',yes,no,4<x<21,276<x<4813,2<x<3,1<x<2,33<x<47,1<x<2,x<1,'no checking',<1,1
432,critical/other existing credit,radio/tv,'no known savings',male div/sep,'co applicant',real estate,bank,own,'unemp/unskilled non res',none,no,4<x<21,276<x<4813,x>3,x>3,19<x<33,1<x<2,x<1,'0<=X<200',unemployed,0
433,'critical/other existing credit',other,'100<=X<500',male single,co applicant,'real estate',none,own,skilled,none,no,x>55,4813<x<9350,x<1,1<x<2,19<x<33,x>3,x<1,'0<=X<200','1<=X<4',1
434,'all paid',business,>=1000,'male single','co applicant',no known property,bank,own,high qualif/self emp/mgmt,none,no,38<x<55,x>13887,2<x<3,x<1,33<x<47,1<x<2,x>1,'<0',4<=X<7,0
435,no credits/all paid,new car,>=1000,female div/dep/mar,'co applicant','real estate',stores,for free,skilled,none,yes,4<x<21,4813<x<9350,1<x<2,2<x<3,x>61,2<x<3,x<1,'no checking',<1,0
436,'critical/other existing credit',domestic appliance,no known savings,'male single','co applicant',no known property,none,'for free','unemp/unskilled non res',yes,yes,38<x<55,276<x<4813,2<x<3,1<x<2,x>61,x>3,x<1,'>=200',1<=X<4,1
437,existing paid,'domestic appliance','no known savings',male mar/wid,co applicant,'no known property',bank,'for free','high qualif/self emp/mgmt',yes,no,4<x<21,276<x<4813,2<x<3,1<x<2,19<x<33,2<x<3,x>1,'no checking',>=7,0
438,'all paid',domestic appliance,'<100','male div/sep',co applicant,'real estate',none,for free,'unemp/unskilled non res',yes,yes,21<x<38,276<x<4813,x<1,x<1,19<x<33,2<x<3,x>1,'<0',1<=X<4,1
439,'all paid',radio/tv,'>=1000','male mar/wid',guarantor,'real estate',none,for free,'unskilled resident',yes,no,21<x<38,4813<x<9350,x>3,1<x<2,19<x<33,2<x<3,x<1,<0,4<=X<7,1
440,'no credits/all paid',radio/tv,'500<=X<1000','male div/sep',guarantor,life insurance,bank,for free,skilled,yes,yes,4<x<21,4813<x<9350,1<x<2,1<x<2,19<x<33,x>3,x>1,no checking,1<=X<4,1
441,delayed previously,repairs,<100,'male div/sep',guarantor,real estate,none,own,'unskilled resident',yes,no,4<x<21,9350<x<13887,2<x<3,x>3,47<x<61,x>3,x<1,'<0','1<=X<4',1
442,'delayed previously',other,<100,male single,co applicant,real estate,stores,own,unemp/unskilled non res,none,yes,21<x<38,276<x<4813,1<x<2,1<x<2,47<x<61,x<1,x<1,'0<=X<200','4<=X<7',1
443,existing paid,furniture/equipment,'no known savings','male mar/wid',guarantor,'no known property',stores,for free,'unemp/unskilled non res',yes,no,4<x<21,276<x<4813,2<x<3,2<x<3,x>61,2<x<3,x<1,no checking,'>=7',1
444,'delayed previously','domestic appliance','no known savings','male mar/wid',co applicant,'real estate',stores,for free,high qualif/self emp/mgmt,none,yes,4<x<21,276<x<4813,2<x<3,1<x<2,19<x<33,2<x<3,x<1,0<=X<200,'4<=X<7',1
445,'no credits/all paid',used car,<100,female div/dep/mar,guarantor,no known property,none,rent,'unemp/unskilled non res',yes,yes,38<x<55,4813<x<9350,2<x<3,1<x<2,47<x<61,2<x<3,x<1,'<0',4<=X<7,1
446,no credits/all paid,other,'500<=X<1000',male div/sep,co applicant,no known property,bank,rent,unemp/unskilled non res,yes,no,38<x<55,276<x<4813,2<x<3,1<x<2,47<x<61,x>3,x>1,<0,'1<=X<4',0
447,delayed previously,domestic appliance,>=1000,male mar/wid,guarantor,'life insurance',bank,own,'unskilled resident',none,no,38<x<55,276<x<4813,2<x<3,x>3,19<x<33,1<x<2,x<1,no checking,unemployed,0
448,delayed previously,'domestic appliance','>=1000',male div/sep,co applicant,real estate,stores,'for free',high qualif/self emp/mgmt,yes,yes,38<x<55,276<x<4813,x<1,x>3,x>61,x<1,x>1,'>=200',<1,0
449,'existing paid',used car,<100,male div/sep,none,'no known property',bank,rent,'unemp/unskilled non res',none,yes,21<x<38,x>13887,x>3,x>3,47<x<61,2<x<3,x<1,no checking,4<=X<7,1
450,no credits/all paid,other,no known savings,'male single',guarantor,life insurance,stores,'for free','unskilled resident',none,yes,4<x<21,276<x<4813,x>3,2<x<3,19<x<33,1<x<2,x>1,>=200,<1,0
451,'no credits/all paid','new car',>=1000,'male div/sep',co applicant,real estate,none,rent,skilled,yes,no,4<x<21,276<x<4813,x<1,1<x<2,47<x<61,2<x<3,x>1,0<=X<200,<1,1
452,existing paid,other,no known savings,male single,guarantor,life insurance,none,for free,'unemp/unskilled non res',yes,yes,21<x<38,276<x<4813,2<x<3,x<1,33<x<47,x>3,x>1,>=200,'1<=X<4',1
453,delayed previously,new car,500<=X<1000,'female div/dep/mar','co applicant',life insurance,stores,rent,'unskilled resident',yes,no,4<x<21,276<x<4813,x<1,1<x<2,47<x<61,x<1,x>1,>=200,unemployed,1
454,critical/other existing credit,business,'<100','male single',guarantor,no known property,bank,'for free',skilled,yes,yes,21<x<38,276<x<4813,x<1,x<1,33<x<47,2<x<3,x>1,>=200,4<=X<7,0
455,all paid,radio/tv,>=1000,'male mar/wid','co applicant',life insurance,bank,own,'high qualif/self emp/mgmt',yes,yes,4<x<21,4813<x<9350,x<1,1<x<2,19<x<33,2<x<3,x<1,>=200,1<=X<4,1
456,'all paid',furniture/equipment,'100<=X<500',male single,co applicant,'real estate',none,for free,'high qualif/self emp/mgmt',yes,no,21<x<38,276<x<4813,x<1,x>3,33<x<47,1<x<2,x<1,'no checking',1<=X<4,1
457,'critical/other existing credit',business,'>=1000',male single,none,'no known property',bank,for free,skilled,none,no,38<x<55,276<x<4813,x>3,x<1,33<x<47,2<x<3,x>1,'>=200','1<=X<4',1
458,no credits/all paid,'used car','no known savings',male mar/wid,none,real estate,bank,own,'unemp/unskilled non res',none,no,21<x<38,276<x<4813,x>3,2<x<3,x>61,2<x<3,x>1,'>=200','<1',0
459,'critical/other existing credit',radio/tv,>=1000,'male div/sep','co applicant',real estate,stores,own,unemp/unskilled non res,none,yes,21<x<38,276<x<4813,1<x<2,1<x<2,47<x<61,x>3,x>1,'<0',unemployed,1
460,'delayed previously','used car','no known savings','male mar/wid',co applicant,real estate,stores,own,'unemp/unskilled non res',yes,no,4<x<21,4813<x<9350,x<1,1<x<2,19<x<33,1<x<2,x<1,'<0',<1,1
461,'existing paid',new car,'500<=X<1000','male mar/wid',co applicant,'no known property',bank,own,'high qualif/self emp/mgmt',none,no,4<x<21,4813<x<9350,x>3,1<x<2,19<x<33,x<1,x<1,<0,1<=X<4,0
462,critical/other existing credit,radio/tv,'>=1000','male single',none,no known property,stores,rent,'unskilled resident',yes,yes,4<x<21,276<x<4813,1<x<2,x<1,19<x<33,2<x<3,x<1,0<=X<200,1<=X<4,1
463,'critical/other existing credit',other,>=1000,male mar/wid,'co applicant','life insurance',none,'for free',unemp/unskilled non res,none,yes,21<x<38,4813<x<9350,x>3,x>3,x<19,x<1,x>1,no checking,1<=X<4,1
464,no credits/all paid,retraining,no known savings,male single,none,car,none,'for free',high qualif/self emp/mgmt,yes,yes,21<x<38,276<x<4813,x>3,x<1,x>61,x<1,x>1,<0,4<=X<7,1
465,critical/other existing credit,domestic appliance,500<=X<1000,'female div/dep/mar',guarantor,'real estate',stores,'for free','unemp/unskilled non res',none,yes,38<x<55,4813<x<9350,x<1,x>3,33<x<47,2<x<3,x<1,no checking,'1<=X<4',0
466,'delayed previously',furniture/equipment,<100,'male mar/wid',guarantor,real estate,bank,for free,'high qualif/self emp/mgmt',yes,no,4<x<21,276<x<4813,x<1,2<x<3,33<x<47,x>3,x<1,no checking,'<1',1
467,'critical/other existing credit',furniture/equipment,>=1000,'female div/dep/mar',co applicant,real estate,bank,own,unemp/unskilled non res,yes,no,38<x<55,276<x<4813,2<x<3,x>3,x>61,x>3,x<1,<0,>=7,1
468,'existing paid','domestic appliance',500<=X<1000,male mar/wid,co applicant,car,none,own,'unemp/unskilled non res',none,yes,38<x<55,4813<x<9350,x<1,x>3,47<x<61,x<1,x>1,<0,'1<=X<4',0
469,no credits/all paid,used car,'100<=X<500','male single',guarantor,car,none,for free,skilled,none,yes,21<x<38,276<x<4813,1<x<2,x<1,19<x<33,x<1,x<1,no checking,1<=X<4,1
470,'existing paid',business,'500<=X<1000','female div/dep/mar','co applicant',real estate,stores,'for free','unskilled resident',none,no,4<x<21,276<x<4813,2<x<3,1<x<2,33<x<47,x>3,x<1,'<0',4<=X<7,1
471,'existing paid',radio/tv,no known savings,'male mar/wid',guarantor,real estate,bank,own,'unskilled resident',none,no,21<x<38,276<x<4813,x>3,1<x<2,33<x<47,1<x<2,x<1,'no checking','<1',1
472,critical/other existing credit,education,'<100','male single','co applicant',no known property,stores,own,skilled,none,no,x>55,276<x<4813,1<x<2,x<1,33<x<47,x<1,x>1,<0,'>=7',0
473,'critical/other existing credit',furniture/equipment,>=1000,male mar/wid,none,no known property,stores,own,'unemp/unskilled non res',none,yes,38<x<55,276<x<4813,1<x<2,1<x<2,47<x<61,1<x<2,x<1,'<0',>=7,1
474,critical/other existing credit,other,'no known savings','female div/dep/mar',co applicant,no known property,stores,'for free',high qualif/self emp/mgmt,none,no,21<x<38,276<x<4813,x>3,1<x<2,33<x<47,2<x<3,x<1,no checking,'4<=X<7',1
475,'critical/other existing credit',other,500<=X<1000,male mar/wid,'co applicant',real estate,none,'for free','unskilled resident',yes,no,21<x<38,4813<x<9350,x>3,1<x<2,19<x<33,2<x<3,x<1,<0,'<1',1
476,'delayed previously',radio/tv,'>=1000',male div/sep,'co applicant','no known property',none,for free,skilled,yes,yes,x>55,276<x<4813,x>3,x>3,47<x<61,x<1,x<1,'<0',>=7,1
477,'existing paid','new car','>=1000',male div/sep,co applicant,car,bank,rent,'high qualif/self emp/mgmt',none,yes,4<x<21,276<x<4813,2<x<3,x>3,19<x<33,x>3,x<1,no checking,1<=X<4,1
478,critical/other existing credit,repairs,<100,'male div/sep',none,'life insurance',bank,own,'unemp/unskilled non res',none,no,4<x<21,276<x<4813,x>3,2<x<3,47<x<61,2<x<3,x>1,<0,unemployed,1
479,'no credits/all paid',used car,500<=X<1000,male single,'co applicant',car,bank,'for free','unskilled resident',none,yes,21<x<38,276<x<4813,x<1,1<x<2,19<x<33,x>3,x<1,'0<=X<200',1<=X<4,1
480,all paid,furniture/equipment,>=1000,'male mar/wid',guarantor,'no known property',stores,rent,unskilled resident,none,no,4<x<21,276<x<4813,1<x<2,x<1,47<x<61,x<1,x<1,'no checking',4<=X<7,1
